-13.70952929,-3.345105311
-14.01516409,-3.600171312
-13.97288057,-3.215706699
-12.67783902,-4.154145748
-13.31704288,-4.031356985
-12.77386049,-4.202917525
-13.02808653,-3.50149808
-13.24276084,-3.233841667
-12.8241551,-2.883537676
-11.73070097,-4.340200473
-12.08981569,-3.824299548
-11.69332278,-4.319200645
-11.08546486,-4.640755625
-11.52042483,-5.300414336
-11.37748271,-3.993609988
-11.17315904,-3.895894198
-10.9220877,-3.836687048
-9.837137165,-9.125178562
-9.984588535,-9.401224828
-10.419696,-9.107078008
-10.06241359,-9.825782118
-9.774431223,-9.560435863
-10.47033517,-8.551239452
-10.41333079,-8.091314493
-9.9975667,-8.823687987
-9.834910798,-8.684393616
-10.14174172,-7.443666997
-10.08269141,-7.923385348
-10.0185589,-7.5684303
-10.5966763,-7.762294053
-10.05885314,-7.396803688
-10.58250792,-7.859121598
-9.763563986,-7.013406196
-10.59218136,-6.382766236
-10.50623723,-6.750288394
-10.10641641,-6.587625054
-10.4428749,-6.698774309
-10.58497531,-6.431660137
-10.61471758,-6.732566804
-10.50942783,-6.930014884
-10.10868939,-7.045475866
-10.2413384,-6.344066985
-10.25551741,-6.90399003
-10.43233201,-7.188664403
-10.04688117,-6.816350988
-9.867967347,-7.079500324
-10.14707376,-6.385427425
-10.5665287,-6.340852382
-9.78992434,-6.976012537
-10.60707853,-6.851739627
-10.62812845,-6.922437048
-9.861330501,-5.694628184
-9.819927659,-5.635625233
-10.17831272,-5.857422855
-10.14905454,-6.128185433
-9.958302038,-6.117947259
-10.173918,-6.244892953
-10.46457083,-5.518719235
-10.21589031,-5.998912299
-10.33916667,-6.211282483
-10.46520479,-6.322447891
-9.736159487,-5.634457981
-10.29833625,-5.646089512
-9.841249965,-6.233982636
-10.37967426,-6.214813412
-10.56910429,-5.737385219
-10.61056914,-5.549312731
-10.15775368,-5.964842064
-10.2334608,-5.311325594
-10.35904451,-5.267829322
-10.30562712,-5.262979271
-9.836280352,-4.991699898
-10.00835078,-5.18159051
-10.35182837,-4.692782183
-10.16800006,-4.931160528
-10.09707993,-5.218306316
-9.968848534,-5.347278179
-10.1900359,-5.058137684
-10.07992354,-4.822245035
-10.15018552,-5.248484218
-10.36141347,-4.714818806
-10.24014195,-4.831599858
-10.07179986,-5.422478566
-9.877480153,-5.184567621
-9.962925218,-5.29109552
-9.846655077,-3.92322771
-10.54914544,-4.148865857
-9.807797526,-3.875733073
-9.836858543,-4.236095976
-10.27912928,-4.449282563
-9.818759612,-4.124759865
-10.20201575,-4.403850361
-10.42763567,-4.120037306
-10.30031988,-3.793572216
-10.26885388,-3.986764832
-10.06768437,-3.720682136
-10.10435702,-4.571755357
-10.40996012,-3.38790834
-10.6386902,-3.432843955
-10.14661023,-3.249164153
-10.04981055,-3.455252997
-10.12534577,-3.501229404
-9.75991039,-3.404477532
-10.21452517,-3.196568362
-10.41209902,-3.199789881
-10.21141482,-2.974398883
-10.53381108,-3.553748999
-10.38390526,-2.858291878
-10.10965465,-3.022028443
-10.0901249,-1.960020151
-9.971939917,-2.345766624
-9.842313032,-2.46675352
-10.1475188,-2.034771912
-10.42302568,-2.511565032
-9.849956149,-2.55281819
-9.979239751,-2.355146351
-10.19771686,-1.959798574
-10.47350831,-2.302289467
-10.57880629,-2.657741181
-10.20419845,-2.065578882
-10.41914084,-2.118028108
-10.05332212,-2.166382112
-10.55205977,-1.32897242
-10.43680472,-1.649968692
-10.43532895,-1.285442767
-9.161558209,-7.750301095
-9.35761986,-7.972600311
-9.386059338,-7.430035021
-9.581200528,-7.974212915
-9.281829377,-7.455364705
-9.482017978,-7.368877565
-9.586147653,-7.586703073
-9.061313108,-7.446339627
-9.29642976,-7.486782415
-9.673601305,-7.780139143
-8.93962919,-7.961512402
-8.838272562,-7.572222218
-9.71393247,-7.967017728
-8.938610421,-7.978246986
-8.957092089,-7.288371503
-9.587976007,-7.956191233
-8.856825097,-7.424315937
-8.891227576,-7.475380642
-9.587464157,-7.936678455
-8.865799153,-7.088884368
-9.320199638,-6.867218968
-8.973030539,-6.995022303
-9.623415497,-7.056573026
-9.546364445,-6.597845493
-9.074987357,-7.020120908
-9.588705126,-6.570169878
-9.068378765,-7.087940786
-9.694727832,-6.785164436
-9.522069651,-6.722892002
-9.59039854,-6.693321472
-9.709788322,-6.471553582
-8.939324212,-7.11344425
-9.127694429,-6.462772165
-9.046624063,-6.719914788
-9.241073585,-6.867258906
-8.845772878,-6.463580502
-9.655908246,-6.594123865
-9.552033161,-7.08189746
-9.014115487,-5.732398196
-9.675615727,-5.801260386
-9.707595703,-5.676163322
-9.025223398,-5.942325101
-9.067646047,-5.601099118
